x,y
0,0
0.0009090909090909091,0.00028577225912040927
0.0018181818181818182,0.0005715445182407075
0.0027272727272727275,0.0008573167773611168
0.0036363636363636364,0.001143089036481415
0.004545454545454545,0.0014288612956018243
0.005454545454545455,0.0017146335547222336
0.006363636363636364,0.002000405813842532
0.007272727272727273,0.002286178072962941
0.008181818181818182,0.0025719503320832393
0.00909090909090909,0.0028577225912036486
0.01,0.003143494850324058
0.01090909090909091,0.003429267109444356
0.011818181818181818,0.0037150393685647654
0.012727272727272728,0.004000811627685064
0.013636363636363636,0.004286583886805473
0.014545454545454545,0.004572356145925882
0.015454545454545455,0.00485812840504618
0.016363636363636365,0.00514390066416659
0.017272727272727273,0.005429672923286888
0.01818181818181818,0.005715445182407297
0.019090909090909092,0.006001217441527706
0.02,0.006286989700648005
0.02090909090909091,0.006572761959768414
0.02181818181818182,0.006858534218888712
0.022727272727272728,0.0071443064780091214
0.023636363636363636,0.007430078737129531
0.024545454545454544,0.007715850996249829
0.025454545454545455,0.008001623255370238
0.026363636363636363,0.008287395514490536
0.02727272727272727,0.008573167773610946
0.028181818181818183,0.008858940032731244
0.02909090909090909,0.009144712291851653
0.03,0.009430484550972063
0.03090909090909091,0.00971625681009236
0.031818181818181815,0.01000202906921277
0.03272727272727273,0.010287801328333068
0.03363636363636364,0.010573573587453478
0.034545454545454546,0.010859345846573887
0.035454545454545454,0.011145118105694185
0.03636363636363636,0.011430890364814594
0.03727272727272727,0.011716662623934893
0.038181818181818185,0.012002434883055302
0.03909090909090909,0.012288207142175711
0.04,0.01257397940129601
0.04090909090909091,0.012859751660416419
0.04181818181818182,0.013145523919536717
0.042727272727272725,0.013431296178657126
0.04363636363636364,0.013717068437777535
0.04454545454545455,0.014002840696897834
0.045454545454545456,0.014288612956018243
0.046363636363636364,0.014574385215138541
0.04727272727272727,0.01486015747425895
0.04818181818181818,0.01514592973337936
0.04909090909090909,0.015431701992499658
0.05,0.015717474251620067
0.05090909090909091,0.016003246510740365
0.05181818181818182,0.016289018769860775
0.05272727272727273,0.016574791028981184
0.053636363636363635,0.016860563288101482
0.05454545454545454,0.01714633554722189
0.05545454545454546,0.01743210780634219
0.056363636363636366,0.0177178800654626
0.057272727272727274,0.018003652324583008
0.05818181818181818,0.018289424583703306
0.05909090909090909,0.018575196842823716
0.06,0.018860969101944014
0.060909090909090906,0.019146741361064423
0.06181818181818182,0.019432513620184833
0.06272727272727273,0.01971828587930513
0.06363636363636363,0.02000405813842554
0.06454545454545454,0.02028983039754584
0.06545454545454546,0.020575602656666248
0.06636363636363636,0.020861374915786657
0.06727272727272728,0.021147147174906955
0.06818181818181818,0.021432919434027364
0.06909090909090909,0.021718691693147663
0.07,0.022004463952268072
0.07090909090909091,0.02229023621138837
0.07181818181818182,0.02257600847050878
0.07272727272727272,0.02286178072962919
0.07363636363636364,0.023147552988749487
0.07454545454545454,0.023433325247869896
0.07545454545454545,0.023719097506990305
0.07636363636363637,0.024004869766110604
0.07727272727272727,0.024290642025231013
0.07818181818181819,0.02457641428435131
0.07909090909090909,0.02486218654347172
0.08,0.02514795880259202
0.0809090909090909,0.025433731061712428
0.08181818181818182,0.025719503320832837
0.08272727272727273,0.026005275579953135
0.08363636363636363,0.026291047839073545
0.08454545454545455,0.026576820098193843
0.08545454545454545,0.026862592357314252
0.08636363636363636,0.02714836461643466
0.08727272727272728,0.02743413687555496
0.08818181818181818,0.02771990913467537
0.0890909090909091,0.028005681393795667
0.09,0.028291453652916076
0.09090909090909091,0.028577225912036486
0.09181818181818181,0.028862998171156784
0.09272727272727273,0.029148770430277193
0.09363636363636364,0.02943454268939749
0.09454545454545454,0.0297203149485179
0.09545454545454546,0.03000608720763831
0.09636363636363636,0.03029185946675861
0.09727272727272727,0.030577631725879018
0.09818181818181818,0.030863403984999316
0.09909090909090909,0.031149176244119725
0.1,0.031434948503240134
0.1009090909090909,0.03172072076236043
0.10181818181818182,0.03200649302148084
0.10272727272727272,0.03229226528060114
0.10363636363636364,0.03257803753972155
0.10454545454545454,0.03286380979884196
0.10545454545454545,0.03314958205796226
0.10636363636363637,0.033435354317082666
0.10727272727272727,0.033721126576202964
0.10818181818181818,0.034006898835323374
0.10909090909090909,0.03429267109444378
0.11,0.03457844335356408
0.11090909090909092,0.03486421561268449
0.11181818181818182,0.03514998787180479
0.11272727272727273,0.0354357601309252
0.11363636363636363,0.03572153239004561
0.11454545454545455,0.036007304649165905
0.11545454545454545,0.036293076908286315
0.11636363636363636,0.03657884916740661
0.11727272727272728,0.03686462142652702
0.11818181818181818,0.03715039368564743
0.1190909090909091,0.03743616594476773
0.12,0.03772193820388814
0.12090909090909091,0.03800771046300844
0.12181818181818181,0.038293482722128847
0.12272727272727273,0.038579254981249145
0.12363636363636364,0.038865027240369554
0.12454545454545454,0.03915079949948996
0.12545454545454546,0.03943657175861026
0.12636363636363637,0.03972234401773067
0.12727272727272726,0.04000811627685097
0.12818181818181817,0.04029388853597138
0.1290909090909091,0.04057966079509179
0.13,0.040865433054212086
0.13090909090909092,0.041151205313332495
0.1318181818181818,0.04143697757245279
0.13272727272727272,0.0417227498315732
0.13363636363636364,0.04200852209069361
0.13454545454545455,0.04229429434981391
0.13545454545454547,0.04258006660893432
0.13636363636363635,0.04286583886805462
0.13727272727272727,0.04315161112717503
0.13818181818181818,0.043437383386295436
0.1390909090909091,0.043723155645415734
0.14,0.044008927904536144
0.1409090909090909,0.04429470016365644
0.14181818181818182,0.04458047242277685
0.14272727272727273,0.04486624468189726
